PSG_DATE;PSG_DEVICE;PSG_TRANSACTION;PL_ID;PL_EXT;OP_ID;OP_EXT;GD_ID;GD_VER;CRD_TECH;CRD_NO;CRD_SERIAL_NO;CRD_USAGE_COUNTER;CRD_TRIP_COUNTER;CRD_UNITS;IN_DATE;DT_ID;ROUTE_ID;BEGIN_TIME;VT_HASH_CODE;VT_BLANK_GD_ID;VT_SALE;TARIFF_KIND;TRN_CODE;LAYOUT_ID;SECTOR_OF_TICKET;ANTIFROD_RES;FILE_ID;CRD_REFILL_COUNTER;GD2_ID;PROLONG;CRD_DATE_BEGIN;CRD_DATE_END;LAST_SALE_DATE;THIRD_PARTY_DATA_SRC;CC_TRN_ID;PAYMENT_ID;PAYMENT_TYPE;PAYMENT_REQUEST
29.01.23 17:10:09;4700;38359;453;206;73;4872;4414;636;S;8039141;1151415949276288;41;0;88;29.01.23 17:20:15;1;283;29.01.23 17:10:00;;4413;;1;;;;;1716035042;3;;1;;;;;;;;
29.01.23 17:10:09;6290;51257;458;214;73;3160;4793;636;S;2110515848;1562892033089792;495;0;0;29.01.23 17:20:13;1;;;;;;;;;;;1716034059;0;;1;;;;;;;;
29.01.23 17:10:09;34776;26419;438;801;73;7193;4414;636;S;15926268;1146048316855168;115;0;35;29.01.23 17:20:11;1;283;29.01.23 17:10:00;;4413;;1;;;;;1716032336;57;;1;;;;;;;;
29.01.23 17:10:09;45254;13934;447;210;73;938;4793;636;S;2256241544;1553349631832320;637;0;0;29.01.23 17:20:11;1;;;;;;;;;;;1716032495;0;;1;;;;;;;;
29.01.23 17:10:09;45345;20261;426;206;73;8214;4953;636;S;3293923720;14656062801916646;8;0;0;29.01.23 17:20:12;1;283;29.01.23 17:10:00;;4665;;;;;;;1716033549;2;;1;;;;;;;;
29.01.23 17:10:09;45358;44714;439;203;73;8532;4414;636;S;30523658;1227509748621952;4;0;35;29.01.23 17:20:12;1;283;29.01.23 17:10:00;;4413;;1;;;;;1716033322;14;;1;;;;;;;;
29.01.23 17:10:09;53120;6331;35;120;73;560;4793;636;S;2188534664;1548948321100032;979;0;0;29.01.23 17:20:08;2;;;;;;;;;;;1716031249;0;;1;;;;;;;;
29.01.23 17:10:09;63696;2993;436;210;73;1158;4829;636;S;13386522;1250318841106304;13;0;0;29.01.23 17:20:17;1;283;29.01.23 17:10:00;;4430;;;;;;;1716036461;22;;1;;;;;;;;
29.01.23 17:10:10;7172;28838;458;214;73;3160;4829;636;S;28586433;1290211030820224;4;0;0;29.01.23 17:20:17;1;283;29.01.23 17:10:00;;4430;;;;;;;1716036512;11;;1;;;;;;;;
29.01.23 17:10:10;35162;10249;449;206;73;6080;4414;636;S;996804;1185720117834624;18;0;103,5;29.01.23 17:20:13;1;462;29.01.23 15:51:00;;4413;;1;;;;;1716033637;9;;;;;;;;;;
29.01.23 17:10:10;45226;18164;447;210;73;938;4793;636;S;3230697864;14658269757883910;112;0;0;29.01.23 17:20:10;1;;;;;;;;;;;1716031731;0;;1;;;;;;;;
29.01.23 17:10:10;45254;13936;447;210;73;938;4414;636;S;20847377;1191984992181632;21;0;176;29.01.23 17:20:11;1;283;29.01.23 17:10:00;;4413;;1;;;;;1716032495;112;;1;;;;;;;;
29.01.23 17:10:10;47410;6852;26;201;73;542;4793;636;S;3042533768;1560485155004928;23;0;0;29.01.23 17:22:09;1;;;;;;;;;;;1716037725;0;;1;;;;;;;;
29.01.23 17:10:11;18591;10155;447;210;73;938;4820;636;S;3910517102;1043925512;0;0;0;29.01.23 17:20:17;1;;29.01.23 17:10:11;F7828674964CF42F0A4116DB04495F88D586AA1FB2AD2D117D0E930BE9914328;;;1;61;;;;1716036580;0;;;;;29.01.23 17:10:11;;18591290120231710113a28e6facv102;;0;0
29.01.23 17:10:11;21178;2248;451;206;73;5349;4987;636;S;1618205599;1563700106887424;61;0;0;29.01.23 17:20:14;1;283;29.01.23 17:10:00;;1519;;;;;;;1716034973;2;;1;;;;;;;;
29.01.23 17:10:11;21250;28049;454;205;73;3275;4989;636;S;2322039403;14663025212553766;57;0;0;29.01.23 17:20:10;1;283;29.01.23 17:10:00;;1513;;;;;;;1716031651;6;;2;;;;;;;;
29.01.23 17:10:11;36078;12294;35;218;73;3023;4829;636;S;3951196557;1198839903505536;11;0;0;29.01.23 17:20:08;1;283;29.01.23 17:10:00;;4474;;;;;;;1716031458;36;;1;;;;;;;;
29.01.23 17:10:11;36642;25361;35;219;73;584;4829;636;S;42512802;14658269616781574;76;0;0;29.01.23 17:22:08;1;283;29.01.23 17:10:00;;4430;;;;;;;1716037453;1;;1;;;;;;;;
29.01.23 17:10:11;45734;29294;447;811;73;428;4820;636;S;3901474278;2448477073;0;0;0;29.01.23 17:20:16;1;;29.01.23 17:10:11;7BD27284B30335D0588602228801A030C3F9C2F729C0F4C6E365F13ABC647CB8;;;1;61;;;;1716035718;0;;;;;29.01.23 17:10:11;;457342901202317101110721e887v103;;0;0
29.01.23 17:10:11;50569;24942;427;207;73;3970;4793;636;S;2309177736;1555452741189888;238;0;0;29.01.23 17:22:14;1;;;;;;;;;;;1716041815;0;;1;;;;;;;;
29.01.23 17:10:12;14070;15543;437;209;73;9221;4829;636;S;21622883;1218350857346432;47;0;0;29.01.23 17:22:10;1;283;29.01.23 17:10:00;;4430;;;;;;;1716038692;41;;1;;;;;;;;
29.01.23 17:10:12;16756;18636;7304;217;73;340;4829;636;S;42938670;14658264381930502;52;0;0;29.01.23 17:22:11;1;283;29.01.23 17:10:00;;4430;;;;;;;1716039211;2;;1;;;;;;;;
29.01.23 17:10:12;17504;34727;436;209;73;5164;4794;636;S;8453708;1140500821795712;839;0;0;29.01.23 17:20:15;1;;;;;;;;;;;1716035559;0;;1;;;;;;;;
29.01.23 17:10:12;49216;24105;436;209;73;5164;4793;636;S;3112588424;14656062133916902;593;0;0;29.01.23 17:22:10;1;;;;;;;;;;;1716038982;0;;1;;;;;;;;
29.01.23 17:10:13;4700;38360;453;206;73;4872;4414;636;S;31105708;1222827702839168;48;0;111;29.01.23 17:20:15;1;283;29.01.23 17:10:00;;4413;;1;;;;;1716035042;19;;1;;;;;;;;
29.01.23 17:10:13;34747;4271;26;204;73;277;4829;636;S;43650587;14656061875363046;28;0;0;29.01.23 17:22:10;1;283;29.01.23 17:10:00;;4430;;;;;;;1716038748;1;;1;;;;;;;;
29.01.23 17:10:13;36090;3942;438;210;73;518;4793;636;S;3093457288;14658265854845702;746;0;0;29.01.23 17:20:14;1;;;;;;;;;;;1716034976;0;;1;;;;;;;;
29.01.23 17:10:13;45226;18165;447;210;73;938;4414;636;S;39673450;1307817992064914;87;0;212;29.01.23 17:20:10;1;42;29.01.23 16:11:00;;4413;;1;;;;;1716031731;7;;;;;;;;;;
29.01.23 17:10:13;45254;13937;447;210;73;938;4829;636;S;15873089;1272558580748416;62;0;0;29.01.23 17:20:11;1;283;29.01.23 17:10:00;;4430;;;;;;;1716032495;33;;1;;;;;;;;
29.01.23 17:10:13;45525;24921;439;203;73;8532;4793;636;S;1683057800;1550675929985024;976;0;0;29.01.23 17:20:13;1;;;;;;;;;;;1716033845;0;;1;;;;;;;;
29.01.23 17:10:13;45543;22558;439;214;73;8729;4959;636;S;2655290248;1561952016195840;47;0;0;29.01.23 17:22:13;1;283;29.01.23 17:10:00;;4656;;;;;;;1716040769;17;;2;;;;;;;;
29.01.23 17:10:13;45993;19755;447;210;73;938;4793;636;S;3105756040;14658265850322694;121;0;0;29.01.23 17:20:11;1;;;;;;;;;;;1716032307;0;;1;;;;;;;;
29.01.23 17:10:14;36078;12295;35;218;73;3023;4829;636;S;20544395;1172637918447744;42;0;0;29.01.23 17:20:08;1;283;29.01.23 17:10:00;;4430;;;;;;;1716031458;15;;1;;;;;;;;
29.01.23 17:10:14;50569;24944;427;207;73;3970;4793;636;S;2224519304;1564047849054464;4;0;0;29.01.23 17:22:14;1;;;;;;;;;;;1716041815;0;;1;;;;;;;;
29.01.23 17:10:15;6290;51259;458;214;73;3160;4973;636;S;43510992;14656062268778726;69;0;0;29.01.23 17:20:13;1;283;29.01.23 17:10:00;;4693;;;;;;;1716034059;1;;1;;;;;;;;
29.01.23 17:10:15;14100;28407;443;212;73;9098;4820;636;S;3911582008;2420508508;0;0;0;29.01.23 17:20:10;1;;29.01.23 17:10:15;8FFC7AF54544D47C06847EE5D30FAE7C254405E0D2861173956FB065F5BBCA7D;;;1;61;;;;1716031624;0;;;;;29.01.23 17:10:15;;14100290120231710159ad438979v102;;0;0
29.01.23 17:10:15;17378;63461;436;207;73;955;4833;636;S;23664824;1195398694979712;56;0;0;29.01.23 17:22:09;1;283;29.01.23 17:10:00;;4430;;;;;;;1716037781;1;;1;;;;;;;;
29.01.23 17:10:15;45550;23867;1749;204;73;8679;4850;636;S;39040568;1285421478343810;822;0;0;29.01.23 17:20:11;1;;;;4693;;;;;;;1716032508;0;;1;;;;;;;;
29.01.23 17:10:16;4702;14906;453;206;73;4872;4414;636;S;42534043;14658270552673542;102;0;87;29.01.23 17:20:15;1;641;29.01.23 16:27:00;;4413;;1;;;;;1716035643;16;;;;;;;;;;
29.01.23 17:10:16;34776;26420;438;801;73;7193;4820;636;S;3911582048;3771638665;0;0;0;29.01.23 17:20:11;1;;29.01.23 17:10:16;44671D492416EBB57542532D6A48B3F1AFBD556C287C9E2A93A54FEB157764B1;;;1;61;;;;1716032336;0;;;;;29.01.23 17:10:16;;3477629012023171016b430228aev103;;0;0
29.01.23 17:10:16;45007;19044;447;210;73;938;4793;636;S;3057948552;14663024955933222;473;0;0;29.01.23 17:20:08;1;;;;;;;;;;;1716031199;0;;1;;;;;;;;
29.01.23 17:10:16;45397;14783;439;214;73;8729;4820;636;S;3902563033;3847406741;0;0;0;29.01.23 17:20:13;1;;29.01.23 17:10:16;B884551357D83C7FBC084B812FD4FDB88D913187E025432FA18A692A1A5D1C9A;;;1;61;;;;1716034161;0;;;;;29.01.23 17:10:16;;4539729012023171016a3960c11cv104;;0;0
29.01.23 17:10:16;45543;22559;439;214;73;8729;4414;636;S;22311879;1243063036697728;122;0;355;29.01.23 17:22:13;1;42;29.01.23 15:47:00;;4413;;1;;;;;1716040769;27;;;;;;;;;;
29.01.23 17:10:16;45591;25800;439;214;73;8729;4975;636;S;3951809122;1184578060374400;19;0;0;29.01.23 17:22:12;1;283;29.01.23 17:10:00;;4694;;;;;;;1716040372;26;;1;;;;;;;;
29.01.23 17:10:17;4700;38361;453;206;73;4872;4414;636;S;37222488;1231056182735490;90;0;167,49;29.01.23 17:20:15;1;283;29.01.23 17:10:00;;4413;;1;;;;;1716035042;60;;1;;;;;;;;
29.01.23 17:10:17;6363;45245;451;204;73;754;4989;636;S;2320010661;1560159805796608;32;0;0;29.01.23 17:20:11;1;283;29.01.23 17:10:00;;1513;;;;;;;1716032141;14;;2;;;;;;;;
29.01.23 17:10:17;6523;29932;454;109;73;1642;4973;636;S;25200607;1274760562172288;38;0;0;29.01.23 17:20:15;1;283;29.01.23 17:10:00;;4693;;;;;;;1716035194;1;;1;;;;;;;;
29.01.23 17:10:17;7225;33523;458;214;73;3160;4793;636;S;2165051528;1563163053285632;482;0;0;29.01.23 17:20:11;1;;;;;;;;;;;1716032589;0;;1;;;;;;;;
29.01.23 17:10:17;34537;23670;429;201;73;7359;4793;636;S;2975050120;1554889181561088;54;0;0;29.01.23 17:20:14;1;;;;;;;;;;;1716034584;0;;1;;;;;;;;
29.01.23 17:10:17;36642;25362;35;219;73;584;4975;636;S;29438329;1212803919667072;58;0;0;29.01.23 17:22:08;1;283;29.01.23 17:10:00;;4693;;;;;;;1716037453;1;;1;;;;;;;;
29.01.23 17:10:17;45105;10192;460;201;73;925;4973;636;S;44316839;14658728374267430;69;0;0;29.01.23 17:20:08;1;283;29.01.23 17:10:00;;4693;;;;;;;1716031132;1;;1;;;;;;;;
29.01.23 17:10:17;45230;54736;447;204;73;8891;4820;636;S;3906978283;3944847679;0;0;0;29.01.23 17:20:10;1;;29.01.23 17:10:17;DFB7EC5D05F1B4A7C7DC8FA2008EB0EAE530148091B2DA4E74871FDE9699DC4F;;;1;61;;;;1716032015;0;;;;;29.01.23 17:10:17;;45230290120231710175ff071619v103;;0;0
29.01.23 17:10:17;45993;19756;447;210;73;938;4414;636;S;16733542;1176870745953664;74;0;1143,78;29.01.23 17:20:11;1;42;29.01.23 16:46:00;;4413;;1;;;;;1716032307;71;;;;;;;;;;
29.01.23 17:10:17;50420;2914;436;204;73;1130;4793;636;S;2758705032;1556693902483712;280;0;0;29.01.23 17:22:11;1;;;;;;;;;;;1716039065;0;;1;;;;;;;;
29.01.23 17:10:18;17504;34728;436;209;73;5164;4414;636;S;40996577;1268021351026834;17;0;53;29.01.23 17:22:12;1;462;29.01.23 16:58:00;;4413;;1;;;;;1716040265;43;;;;;;;;;;
29.01.23 17:10:18;45007;19045;447;210;73;938;4793;636;S;3158887560;14658268538386694;10;0;0;29.01.23 17:20:08;1;;;;;;;;;;;1716031199;0;;1;;;;;;;;
29.01.23 17:10:18;45254;13938;447;210;73;938;4414;636;S;25730975;1255933431934080;82;0;151;29.01.23 17:20:11;1;42;29.01.23 16:35:00;;4413;;1;;;;;1716032495;32;;;;;;;;;;
29.01.23 17:10:18;45993;19757;447;210;73;938;4414;636;S;44411921;14658728108143910;6;0;75;29.01.23 17:20:11;1;42;29.01.23 16:24:00;;4413;;1;;;;;1716032307;1;;;;;;;;;;
29.01.23 17:10:19;4702;14907;453;206;73;4872;4414;636;S;10264715;1273395837289600;43;0;50,52;29.01.23 17:20:15;1;283;29.01.23 17:10:00;;4413;;1;;;;;1716035643;146;;1;;;;;;;;
29.01.23 17:10:19;34532;5452;460;201;73;925;4829;636;S;27406774;1297683879322240;27;0;0;29.01.23 17:22:14;1;283;29.01.23 17:10:00;;4430;;;;;;;1716041468;35;;1;;;;;;;;
29.01.23 17:10:19;49501;24069;26;204;73;277;4829;636;S;37260438;1180285374329474;54;0;0;29.01.23 17:22:07;1;283;29.01.23 17:10:00;;4430;;;;;;;1716037165;9;;1;;;;;;;;
29.01.23 17:10:20;46505;6436;461;207;73;6006;4973;636;S;12084897;1205302350664064;14;0;0;29.01.23 17:20:17;1;283;29.01.23 17:10:00;;4693;;;;;;;1716036567;23;;1;;;;;;;;
29.01.23 17:10:20;49653;3953;26;204;73;277;4957;636;S;3209315976;14658270151613702;8;0;0;29.01.23 17:22:11;1;283;29.01.23 17:10:00;;4656;;;;;;;1716039257;5;;2;;;;;;;;
29.01.23 17:10:21;936;59124;453;209;73;886;4793;636;S;3036025224;1551140665123328;50;0;0;29.01.23 17:20:15;1;;;;;;;;;;;1716035140;0;;1;;;;;;;;
29.01.23 17:10:21;4988;62420;453;202;73;677;4953;636;S;1774865544;1560719929114880;4;0;0;29.01.23 17:20:16;1;283;29.01.23 17:10:00;;4665;;;;;;;1716035974;14;;1;;;;;;;;
29.01.23 17:10:21;34776;26421;438;801;73;7193;4793;636;S;2541476488;1548259891597568;555;0;0;29.01.23 17:20:11;1;;;;;;;;;;;1716032336;0;;1;;;;;;;;
29.01.23 17:10:21;36733;8603;461;211;73;2382;4973;636;S;24135640;1273738765950336;45;0;0;29.01.23 17:20:08;2;283;29.01.23 17:10:00;;4693;;;;;;;1716031567;5;;1;;;;;;;;
29.01.23 17:10:21;45044;23392;461;211;73;2382;4973;636;S;23103273;1260238078238336;67;0;0;29.01.23 17:20:16;2;283;29.01.23 17:10:00;;4693;;;;;;;1716035720;8;;1;;;;;;;;
29.01.23 17:10:21;45226;18166;447;210;73;938;4414;636;S;3981255084;1255087327436672;26;0;6,89;29.01.23 17:20:10;1;283;29.01.23 17:10:00;;4423;;1;;;;;1716031731;163;;1;;;;;;;;
29.01.23 17:10:22;4804;40486;453;202;73;677;4829;636;S;16354415;1270139987252608;92;0;0;29.01.23 17:20:14;1;283;29.01.23 17:10:00;;4430;;;;;;;1716034411;32;;1;;;;;;;;
29.01.23 17:10:22;7241;17637;453;202;73;677;4829;636;S;3951354017;1187749350755712;24;0;0;29.01.23 17:20:15;1;283;29.01.23 17:10:00;;4474;;;;;;;1716035085;65;;1;;;;;;;;
29.01.23 17:10:22;7242;28431;458;217;73;5717;4831;636;S;17147678;1175828679513472;35;0;0;29.01.23 17:20:13;1;283;29.01.23 17:10:00;;4430;;;;;;;1716034151;22;;2;;;;;;;;
29.01.23 17:10:22;7247;59432;458;214;73;3160;4829;636;S;39218131;1140742416725378;82;0;0;29.01.23 17:20:10;1;283;29.01.23 17:10:00;;4430;;;;;;;1716031879;12;;1;;;;;;;;
29.01.23 17:10:22;19264;62758;436;207;73;955;4831;636;S;42787414;14658267069561862;86;0;0;29.01.23 17:20:13;1;283;29.01.23 17:10:00;;4430;;;;;;;1716034245;1;;1;;;;;;;;
29.01.23 17:10:22;45007;19046;447;210;73;938;4414;636;S;42468942;14658269612379654;20;0;139;29.01.23 17:20:08;1;42;29.01.23 16:21:00;;4413;;1;;;;;1716031199;2;;;;;;;;;;
29.01.23 17:10:22;45254;13939;447;210;73;938;4414;636;S;836335;1261535415315840;87;0;65;29.01.23 17:20:11;1;42;29.01.23 16:42:00;;4413;;1;;;;;1716032495;195;;;;;;;;;;
29.01.23 17:10:22;49653;3954;26;204;73;277;4793;636;S;2988409992;1564339451789568;4056;0;0;29.01.23 17:22:11;1;;;;;;;;;;;1716039257;0;;1;;;;;;;;
29.01.23 17:10:23;4700;38362;453;206;73;4872;4820;636;S;3911549838;1404092576;0;0;0;29.01.23 17:20:15;1;;29.01.23 17:10:23;80D43336BFB949407115A88DF88BE370BB30E2D324E4C10F36357A3197D287FD;;;1;61;;;;1716035042;0;;;;;29.01.23 17:10:23;;4700290120231710236a2b3551bfv104;;0;0
29.01.23 17:10:23;18689;35070;7304;217;73;340;4793;636;S;2635247752;1558442507821312;667;0;0;29.01.23 17:22:10;1;;;;;;;;;;;1716038724;0;;1;;;;;;;;
29.01.23 17:10:23;34537;23671;429;201;73;7359;4793;636;S;2746090888;1553698742329600;18;0;0;29.01.23 17:20:14;1;;;;;;;;;;;1716034584;0;;1;;;;;;;;
29.01.23 17:10:24;4988;62421;453;202;73;677;4829;636;S;41577195;14658266400076038;36;0;0;29.01.23 17:20:16;1;283;29.01.23 17:10:00;;4430;;;;;;;1716035974;6;;1;;;;;;;;
29.01.23 17:10:24;7242;28432;458;217;73;5717;4967;636;S;3189358216;14658268267487750;89;0;0;29.01.23 17:20:13;1;283;29.01.23 17:10:00;;4672;;;;;;;1716034151;2;;1;;;;;;;;
29.01.23 17:10:24;36034;23629;460;201;73;925;4414;636;S;29002177;1264532500931200;25;0;239,89;29.01.23 17:20:11;1;283;29.01.23 17:10:00;;4413;;1;;;;;1716032759;55;;1;;;;;;;;
29.01.23 17:10:24;45739;21878;439;210;73;8507;4793;636;S;2473675656;1565017907966208;2633;0;0;29.01.23 17:20:11;1;;;;;;;;;;;1716032355;0;;1;;;;;;;;
29.01.23 17:10:24;49592;8189;433;204;73;2128;4793;636;S;1563991688;1552250679443456;365;0;0;29.01.23 17:22:15;1;;;;;;;;;;;1716042021;0;;1;;;;;;;;
29.01.23 17:10:25;4804;40487;453;202;73;677;4414;636;S;8607889;1184680732150656;56;0;612;29.01.23 17:20:14;1;42;29.01.23 17:02:00;;4413;;1;;;;;1716034411;8;;;;;;;;;;
